gender,region,education,income,customer lifetime value,policy type,vehicle class,monthly premium auto,total claim amount,number of open complaints
6251,F,Central,Doctor,21986.0,0.0239557,Personal Auto,Two-Door Car,63.0,333.696228,0.0
6252,F,North West,High School or Below,27435.0,0.03031587812,Personal Auto,Two-Door Car,76.0,455.545318,0.0
6253,M,West Region,College,25251.0,0.1179049617,Personal Auto,Four-Door Car,66.0,316.8,0.0
6254,F,Central,College,29881.0,0.06755076276,Personal Auto,Four-Door Car,85.0,17.92017,0.0
6255,F,West Region,Bachelor,11885.0,0.1131520373,Personal Auto,Four-Door Car,101.0,484.8,0.0
6256,M,West Region,High School or Below,40420.0,0.08207702516,Special Auto,SUV,104.0,499.2,0.0
6257,M,West Region,High School or Below,74837.0,0.05332615013,Personal Auto,Four-Door Car,66.0,376.502488,0.0
6258,M,North West,High School or Below,67591.0,0.03087432549,Special Auto,Four-Door Car,77.0,198.080417,0.0
6259,M,North West,Bachelor,47590.0,0.046525954890000006,Special Auto,SUV,119.0,121.327914,0.0
6260,F,West Region,High School or Below,75474.0,0.024897512969999997,Personal Auto,Two-Door Car,62.0,297.6,0.0
6261,M,North West,Bachelor,57177.0,0.18196638240000002,Personal Auto,Four-Door Car,92.0,441.6,0.0
6262,F,Central,Doctor,52344.0,0.02668731444,Personal Auto,Four-Door Car,66.0,182.607687,0.0
6263,F,West Region,High School or Below,20072.0,0.08257014532,Personal Auto,Four-Door Car,70.0,487.814322,0.0
6264,M,West Region,College,33604.0,0.1246592416,Personal Auto,SUV,105.0,357.618596,0.0
6265,F,North West,Master,37824.84705495949,0.06743126791,Corporate Auto,Two-Door Car,61.0,292.8,0.0
6266,F,Central,High School or Below,37741.0,0.028831654119999998,Corporate Auto,Two-Door Car,74.0,355.2,0.0
6267,F,Central,Bachelor,48471.0,0.2997341592,Personal Auto,Four-Door Car,83.0,208.904212,1.0
6268,M,North West,College,58089.0,0.046864696739999996,Personal Auto,SUV,118.0,566.4,0.0
6269,M,Central,Bachelor,27681.0,0.0605707208,Personal Auto,Two-Door Car,83.0,398.4,0.0
6270,M,Central,Bachelor,28992.0,0.06895309989000001,Personal Auto,Four-Door Car,74.0,355.2,4.0
6271,F,Central,High School or Below,55986.0,0.09549113813,Personal Auto,SUV,119.0,388.506303,0.0
6272,M,West Region,College,94042.0,0.10593594619999999,Corporate Auto,SUV,132.0,633.6,0.0
6273,M,West Region,College,37824.84705495949,0.07735465528,Personal Auto,Sports Car,101.0,563.284331,0.0
6274,M,East,High School or Below,37824.84705495949,0.023064278129999997,Corporate Auto,Four-Door Car,67.0,482.4,0.0
6275,F,Central,Bachelor,70164.0,0.3123489323,Personal Auto,Two-Door Car,88.0,375.401079,0.0
6276,F,Central,Master,22886.0,0.05096673223,Corporate Auto,Four-Door Car,65.0,312.0,0.0
6277,M,East,Bachelor,19948.0,0.03226790317,Personal Auto,Four-Door Car,89.0,427.2,0.0
6278,F,Central,College,39293.0,0.05896536531,Personal Auto,Two-Door Car,74.0,352.740946,0.0
6279,M,East,College,28432.0,0.1386992705,Corporate Auto,SUV,118.0,612.300581,0.0
6280,M,North West,College,37824.84705495949,0.18532405040000002,Corporate Auto,Four-Door Car,70.0,504.0,0.0
6281,F,Central,High School or Below,37824.84705495949,0.07716439345,Personal Auto,Sports Car,107.0,1166.754216,0.0
6282,M,North West,High School or Below,47412.0,0.06439779016000001,Personal Auto,Two-Door Car,81.0,421.824276,0.0
6283,M,West Region,Doctor,37824.84705495949,0.09718463568999999,Special Auto,Four-Door Car,65.0,312.0,0.0
6284,M,East,College,68351.0,0.1275927844,Personal Auto,SUV,107.0,725.339771,0.0
6285,F,North West,Bachelor,58733.0,0.059269809619999995,Corporate Auto,Four-Door Car,74.0,355.2,0.0
6286,F,Central,Bachelor,58187.0,0.1138994398,Personal Auto,Two-Door Car,95.0,76.73348,0.0
6287,M,West Region,College,63189.0,0.03497483075,Personal Auto,Four-Door Car,88.0,569.124597,0.0
6288,F,North West,High School or Below,37824.84705495949,0.09476901955,Corporate Auto,Luxury Car,254.0,1828.8,0.0
6289,M,Central,Bachelor,44006.0,0.09853773193000001,Personal Auto,Sports Car,130.0,494.664784,0.0
6290,F,Central,Bachelor,60932.0,0.0809940027,Corporate Auto,SUV,101.0,484.8,0.0
6291,F,North West,College,56704.0,0.08507832473,Corporate Auto,Four-Door Car,71.0,84.715044,0.0
6292,F,North West,High School or Below,37824.84705495949,0.2390368234,Personal Auto,Four-Door Car,74.0,355.2,1.0
6293,M,West Region,High School or Below,24254.0,0.053605570660000004,Personal Auto,Four-Door Car,68.0,326.4,0.0
6294,M,West Region,Bachelor,37824.84705495949,0.2970678459,Personal Auto,SUV,128.0,1345.317161,0.0
6295,M,North West,College,57125.0,0.054312136250000004,Corporate Auto,Four-Door Car,68.0,326.4,0.0
6296,M,Central,High School or Below,37824.84705495949,0.09048983447,Personal Auto,Sports Car,119.0,571.2,0.0
6297,M,West Region,Bachelor,37824.84705495949,0.0435974197,Personal Auto,Four-Door Car,64.0,307.2,0.0
6298,F,North West,College,72075.0,0.02889087654,Special Auto,Four-Door Car,73.0,22.569825,2.0
6299,F,Central,High School or Below,34317.0,0.030562172959999998,Personal Auto,Two-Door Car,78.0,263.592181,2.0
6300,F,North West,College,96745.0,0.138157802,Personal Auto,SUV,179.0,859.2,5.0
6301,M,North West,College,95427.0,0.05116727579,Personal Auto,Four-Door Car,65.0,442.808018,0.0
6302,M,Central,Bachelor,37824.84705495949,0.10033282810000001,Corporate Auto,SUV,146.0,1404.845849,0.0
6303,M,Central,College,30606.0,0.027728357529999997,Personal Auto,Two-Door Car,71.0,253.04739,0.0
6304,M,North West,College,37876.0,0.02647519741,Personal Auto,Four-Door Car,69.0,300.056383,0.0
6305,F,West Region,Bachelor,37824.84705495949,0.04038864803,Personal Auto,SUV,110.0,528.0,0.0
6306,F,West Region,Master,57474.0,0.0778189849,Personal Auto,Two-Door Car,97.0,280.037716,0.0
6307,M,West Region,Bachelor,22828.0,0.1647316905,Personal Auto,SUV,106.0,508.8,0.0
6308,F,North West,High School or Below,65096.0,0.05285314179,Personal Auto,Four-Door Car,67.0,321.6,3.0
6309,M,North West,Bachelor,37824.84705495949,0.03107588649,Personal Auto,Two-Door Car,88.0,87.135752,0.0
6310,M,Central,High School or Below,51066.0,0.05780182197,Personal Auto,Four-Door Car,74.0,787.993313,0.0
6311,M,West Region,Bachelor,96866.0,0.2693951419,Personal Auto,SUV,113.0,377.385724,1.0
6312,M,Central,College,20934.0,0.02329459058,Personal Auto,Four-Door Car,61.0,292.8,1.0
6313,M,Central,Master,32510.0,0.04589940596,Personal Auto,Two-Door Car,119.0,571.2,0.0
6314,F,West Region,High School or Below,58577.0,0.04428031583,Personal Auto,SUV,110.0,303.872752,0.0
6315,M,North West,Bachelor,73268.0,0.10881770389999999,Personal Auto,SUV,137.0,41.139806,0.0
6316,M,West Region,College,37824.84705495949,0.054126966039999995,Personal Auto,Four-Door Car,80.0,576.0,0.0
6317,M,North West,High School or Below,19683.0,0.08382630117999999,Personal Auto,Sports Car,117.0,561.6,1.0
6318,F,Central,College,38713.0,0.048347104929999996,Personal Auto,Four-Door Car,66.0,316.8,4.0
6319,M,East,College,62370.0,0.2171027538,Corporate Auto,Four-Door Car,94.0,32.00761,2.0
6320,F,West Region,High School or Below,28476.0,0.02430870824,Personal Auto,Four-Door Car,62.0,297.6,0.0
6321,M,West Region,Bachelor,74915.0,0.14651615299999998,Personal Auto,SUV,122.0,393.151377,0.0
6322,M,North West,Doctor,57709.0,0.05073282126,Personal Auto,SUV,125.0,600.0,0.0
6323,M,North West,Bachelor,94676.0,0.05520476175,Corporate Auto,Four-Door Car,69.0,331.2,0.0
6324,M,Central,Bachelor,43543.0,0.06008184526,Personal Auto,Two-Door Car,76.0,339.255348,0.0
6325,F,Central,High School or Below,68297.0,0.24543198619999998,Corporate Auto,Luxury Car,212.0,1272.487601,3.0
6326,M,North West,Bachelor,74241.0,0.02429374554,Personal Auto,Two-Door Car,61.0,138.588291,0.0
6327,F,Central,College,61385.0,0.03452029549,Personal Auto,Four-Door Car,86.0,199.299449,0.0
6328,M,North West,Bachelor,37824.84705495949,0.04109310394,Personal Auto,Two-Door Car,62.0,446.4,0.0
6329,F,Central,College,37824.84705495949,0.08714922135,Personal Auto,SUV,118.0,566.4,0.0
6330,M,North West,College,52548.0,0.08110305608,Personal Auto,Four-Door Car,101.0,587.504777,0.0
6331,F,West Region,Bachelor,37824.84705495949,0.0366983263,Personal Auto,Four-Door Car,95.0,429.657692,0.0
6332,M,North West,College,26605.0,0.03893305281,Personal Auto,SUV,100.0,933.330936,0.0
6333,F,North West,Bachelor,37824.84705495949,0.02496476385,Personal Auto,Four-Door Car,67.0,181.335364,0.0
6334,M,East,Bachelor,37824.84705495949,0.046299706020000005,Personal Auto,Four-Door Car,70.0,754.945216,0.0
6335,F,East,High School or Below,82667.0,0.1768465456,Special Auto,Two-Door Car,64.0,307.2,1.0
6336,F,North West,Bachelor,31789.0,0.15663656039999999,Personal Auto,SUV,130.0,316.418786,0.0
6337,F,North West,Bachelor,37824.84705495949,0.04940124252,Corporate Auto,Four-Door Car,71.0,551.569883,0.0
6338,F,West Region,High School or Below,25151.0,0.02754461855,Corporate Auto,Four-Door Car,69.0,318.040989,0.0
6339,M,Central,Bachelor,37824.84705495949,0.02953797658,Personal Auto,Four-Door Car,87.0,414.190987,2.0
6340,M,West Region,College,24053.0,0.06198793072,Personal Auto,Four-Door Car,87.0,624.532492,1.0
6341,M,North West,College,37824.84705495949,0.1217600621,Personal Auto,SUV,117.0,1373.258272,0.0
6342,F,North West,College,55407.0,0.040350092840000004,Personal Auto,SUV,101.0,275.341953,1.0
6343,F,North West,Master,62461.0,0.02954387586,Personal Auto,Four-Door Car,73.0,129.267408,0.0
6344,F,West Region,Bachelor,29406.0,0.0520464616,Personal Auto,Four-Door Car,68.0,326.4,0.0
6345,M,North West,Doctor,89420.0,0.08100243093,Personal Auto,Four-Door Car,67.0,212.455137,0.0
6346,F,West Region,High School or Below,37824.84705495949,0.04443631711,Personal Auto,SUV,121.0,644.269611,0.0
6347,M,East,College,52464.0,0.07503367741,Personal Auto,Four-Door Car,95.0,515.930856,0.0
6348,F,North West,Master,43731.0,0.02548509175,Special Auto,Four-Door Car,64.0,162.461078,2.0
6349,M,Central,High School or Below,13449.0,0.024733682250000003,Personal Auto,Four-Door Car,68.0,326.4,0.0
6350,M,Central,Bachelor,37824.84705495949,0.32777304669999996,Personal Auto,SUV,115.0,552.0,0.0
6351,M,Central,High School or Below,37824.84705495949,0.1922846362,Personal Auto,Luxury SUV,187.0,897.6,0.0
6352,M,North West,College,49821.0,0.04538117454,Personal Auto,Four-Door Car,61.0,333.308611,4.0
6353,F,West Region,Bachelor,34837.0,0.07663514373,Personal Auto,Four-Door Car,63.0,72.828431,0.0
6354,F,North West,College,44222.0,0.04177288153000001,Personal Auto,Four-Door Car,104.0,413.196371,0.0
6355,F,West Region,Master,58881.0,0.1177600378,Personal Auto,Four-Door Car,97.0,354.885018,0.0
6356,F,North West,College,46210.0,0.039967721649999996,Personal Auto,SUV,100.0,46.315771,0.0
6357,F,North West,Bachelor,49480.0,0.05490775023,Corporate Auto,Four-Door Car,70.0,72.686545,1.0
6358,M,Central,Bachelor,37824.84705495949,0.1298981806,Personal Auto,Four-Door Car,65.0,312.0,0.0
6359,M,West Region,Bachelor,79284.0,0.04599759229,Special Auto,Four-Door Car,117.0,156.452827,1.0
6360,F,East,High School or Below,12928.0,0.02351878675,Personal Auto,Four-Door Car,64.0,307.2,0.0
6361,M,North West,High School or Below,20510.0,0.029032422449999998,Personal Auto,Two-Door Car,74.0,355.2,0.0
6362,M,West Region,College,37824.84705495949,0.038075284929999995,Corporate Auto,Four-Door Car,115.0,828.0,0.0
6363,M,Central,Master,67541.0,0.08310704732,Personal Auto,Four-Door Car,104.0,203.886869,0.0
6364,M,North West,Bachelor,97924.0,0.08962795984000001,Personal Auto,Two-Door Car,74.0,355.2,0.0
6365,M,Central,High School or Below,40432.0,0.12157541300000001,Personal Auto,Four-Door Car,77.0,369.6,0.0
6366,M,Central,Bachelor,16869.0,0.16460077539999998,Personal Auto,Luxury SUV,222.0,1065.6,0.0
6367,M,Central,High School or Below,91171.0,0.08788532018,Personal Auto,SUV,110.0,771.39748,0.0
6368,M,North West,High School or Below,37824.84705495949,0.050934791910000006,Personal Auto,Two-Door Car,71.0,150.878447,0.0
6369,M,Central,High School or Below,34528.0,0.053779079599999995,Corporate Auto,Four-Door Car,69.0,183.602763,2.0
6370,F,East,College,20303.0,0.05635746395999999,Corporate Auto,Four-Door Car,71.0,340.8,0.0
6371,F,North West,Bachelor,73643.0,0.03514212939,Corporate Auto,Four-Door Car,89.0,147.486454,0.0
6372,M,West Region,College,10621.0,0.04386277558,Personal Auto,Four-Door Car,67.0,321.6,0.0
6373,M,West Region,High School or Below,76407.0,0.07294581600000001,Personal Auto,Four-Door Car,91.0,436.8,0.0
6374,M,Central,High School or Below,37824.84705495949,0.024150638159999998,Personal Auto,Four-Door Car,71.0,511.2,0.0
6375,F,North West,Bachelor,26607.0,0.04693751128,Personal Auto,SUV,122.0,585.6,0.0
6376,M,North West,College,61783.0,0.07481825592,Personal Auto,Four-Door Car,94.0,658.125874,0.0
6377,M,Central,Bachelor,20283.0,0.05953352957,Personal Auto,Two-Door Car,77.0,369.6,0.0
6378,M,West Region,Bachelor,43578.0,0.03890964154,Personal Auto,Two-Door Car,98.0,105.662175,0.0
6379,M,West Region,Bachelor,93606.0,0.05352218989,Personal Auto,Four-Door Car,67.0,321.6,0.0
6380,M,West Region,High School or Below,17920.0,0.08105814830000001,Personal Auto,Four-Door Car,72.0,424.375364,0.0
6381,M,West Region,College,51800.0,0.03509968806,Personal Auto,Four-Door Car,92.0,299.452532,0.0
6382,F,North West,College,27694.0,0.08434119038000001,Personal Auto,SUV,108.0,741.850171,0.0
6383,F,North West,High School or Below,11904.0,0.04254620669,Personal Auto,Two-Door Car,61.0,292.8,2.0
6384,F,Central,Bachelor,53444.0,0.02839945741,Personal Auto,Four-Door Car,72.0,315.703929,1.0
6385,M,Central,Bachelor,22828.0,0.1647316905,Personal Auto,SUV,106.0,508.8,0.0
6386,M,North West,Bachelor,50719.0,0.317069251,Personal Auto,SUV,131.0,870.626907,0.0
6387,M,West Region,College,46900.0,0.025808498989999998,Corporate Auto,Four-Door Car,66.0,316.8,0.0
6388,M,North West,High School or Below,37824.84705495949,0.176221332,Corporate Auto,Luxury SUV,252.0,1814.4,0.0
6389,M,West Region,Master,60880.0,0.1443567365,Personal Auto,Two-Door Car,119.0,109.906628,0.0
6390,M,West Region,Doctor,40870.0,0.1273195161,Personal Auto,SUV,105.0,504.0,0.0
6391,M,North West,College,14321.0,0.02398354197,Personal Auto,Four-Door Car,65.0,423.823547,0.0
6392,M,Central,High School or Below,20072.0,0.061826188430000005,Corporate Auto,Four-Door Car,82.0,473.266879,0.0
6393,M,North West,High School or Below,77365.0,0.09431376818000001,Personal Auto,Two-Door Car,79.0,2.823303,0.0
6394,F,West Region,College,98475.0,0.0465128429,Personal Auto,SUV,115.0,552.0,0.0
6395,M,East,Bachelor,14973.0,0.12168744919999999,Corporate Auto,SUV,115.0,828.0,0.0
6396,M,East,Master,83385.0,0.26122129980000003,Personal Auto,SUV,131.0,704.337157,2.0
6397,M,West Region,College,37824.84705495949,0.03237305187,Personal Auto,Four-Door Car,90.0,659.435886,0.0
6398,M,North West,College,37824.84705495949,0.09416474669,Personal Auto,Four-Door Car,86.0,412.8,1.0
6399,M,Central,College,37824.84705495949,0.02506360995,Personal Auto,Four-Door Car,73.0,525.6,0.0
6400,F,North West,Bachelor,98110.0,0.05272005078999999,Corporate Auto,Four-Door Car,65.0,176.287711,0.0
6401,F,West Region,Bachelor,28909.0,0.05246278375,Corporate Auto,Two-Door Car,66.0,456.702735,0.0
6402,F,West Region,College,37824.84705495949,0.1061156172,Personal Auto,Four-Door Car,96.0,949.953253,0.0
6403,F,North West,Bachelor,37824.84705495949,0.02249874803,Personal Auto,Four-Door Car,62.0,297.6,0.0
6404,M,West Region,Bachelor,42937.0,0.02816756002,Corporate Auto,Two-Door Car,71.0,251.779842,0.0
6405,M,West Region,Master,30887.0,0.047512809479999994,Personal Auto,SUV,119.0,444.167713,0.0
6406,M,North West,College,35442.0,0.2862231443,Personal Auto,Luxury Car,239.0,1147.2,0.0
6407,F,Central,High School or Below,95139.0,0.08421516847999999,Personal Auto,Four-Door Car,103.0,34.023132,0.0
6408,F,North West,Bachelor,89834.0,0.04660399573,Corporate Auto,SUV,116.0,43.15595,0.0
6409,M,West Region,Bachelor,37824.84705495949,0.06843848971000001,Corporate Auto,Two-Door Car,66.0,478.509797,0.0
6410,F,West Region,College,18814.0,0.09223987144000001,Personal Auto,Sports Car,122.0,585.6,0.0
6411,M,West Region,College,82733.0,0.049387276599999995,Corporate Auto,Four-Door Car,62.0,72.101019,0.0
6412,F,West Region,High School or Below,28513.0,0.1511440241,Personal Auto,SUV,100.0,480.0,1.0
6413,M,East,High School or Below,37824.84705495949,0.05037953998,Personal Auto,Four-Door Car,68.0,326.4,1.0
6414,M,North West,Bachelor,67233.0,0.050973186569999995,Personal Auto,Two-Door Car,63.0,246.693624,0.0
6415,M,North West,College,58718.0,0.08906991432999999,Personal Auto,Luxury Car,226.0,1084.8,0.0
6416,M,West Region,Master,21724.0,0.2272147396,Corporate Auto,Luxury SUV,198.0,1505.230405,0.0
6417,F,West Region,High School or Below,65103.0,0.0909515235,Personal Auto,Four-Door Car,115.0,552.0,4.0
6418,F,West Region,High School or Below,55071.0,0.04898957331,Personal Auto,Four-Door Car,61.0,231.516063,0.0
6419,M,West Region,Doctor,85817.0,0.029163807969999997,Personal Auto,Four-Door Car,72.0,154.987759,0.0
6420,F,West Region,Master,92254.0,0.05729855012,Corporate Auto,Four-Door Car,70.0,245.593225,0.0
6421,M,West Region,College,88340.0,0.1228076661,Corporate Auto,Two-Door Car,102.0,489.6,0.0
6422,F,West Region,College,63860.0,0.02472469209,Personal Auto,Four-Door Car,62.0,208.598246,0.0
6423,F,West Region,High School or Below,26411.0,0.046983458639999996,Corporate Auto,SUV,126.0,604.8,1.0
6424,M,West Region,High School or Below,26189.0,0.07950178237,Personal Auto,Four-Door Car,69.0,331.2,0.0
6425,M,West Region,College,66114.0,0.03299339339,Personal Auto,Four-Door Car,92.0,178.842061,4.0
6426,M,West Region,College,49561.0,0.07506779365,Personal Auto,SUV,193.0,926.4,0.0
6427,F,West Region,College,16139.0,0.07123694599000001,Personal Auto,Four-Door Car,62.0,297.6,0.0
6428,M,West Region,High School or Below,63775.0,0.08008095994,Corporate Auto,SUV,100.0,462.753151,0.0
6429,F,West Region,Bachelor,25134.0,0.0531889664,Personal Auto,Four-Door Car,67.0,321.6,0.0
6430,M,West Region,Bachelor,87777.0,0.0548389085,Personal Auto,Two-Door Car,68.0,257.708912,0.0
6431,F,West Region,Bachelor,37824.84705495949,0.07244497284,Personal Auto,SUV,103.0,494.4,0.0
6432,F,West Region,Bachelor,62922.0,0.15558441950000002,Corporate Auto,Luxury Car,194.0,1121.633645,0.0
6433,M,West Region,College,83761.0,0.08945689398000001,Corporate Auto,SUV,112.0,270.227547,0.0
6434,F,West Region,High School or Below,50801.0,0.08441667084,Personal Auto,Four-Door Car,72.0,43.419028,3.0
6435,M,West Region,College,48675.0,0.02798834343,Corporate Auto,Four-Door Car,71.0,340.8,1.0
6436,M,West Region,High School or Below,55916.0,0.07522900703999999,Personal Auto,Four-Door Car,63.0,302.4,0.0
6437,F,West Region,Bachelor,37824.84705495949,0.3903308248,Personal Auto,Luxury SUV,180.0,864.0,0.0
6438,F,West Region,High School or Below,30064.0,0.025947935000000002,Personal Auto,Two-Door Car,65.0,296.852419,0.0
6439,M,West Region,High School or Below,37824.84705495949,0.08991124185999999,Personal Auto,Sports Car,127.0,1176.285998,0.0
6440,M,West Region,College,37824.84705495949,0.02332095228,Corporate Auto,Four-Door Car,67.0,482.4,0.0
6441,F,West Region,Doctor,12081.0,0.09244351881,Personal Auto,Two-Door Car,82.0,548.064933,0.0
6442,M,West Region,Bachelor,37824.84705495949,0.06290699249000001,Personal Auto,Two-Door Car,95.0,684.0,0.0
6443,F,West Region,Master,62326.0,0.09880097141000001,Personal Auto,SUV,122.0,96.00936,0.0
6444,M,West Region,College,25251.0,0.1179049617,Corporate Auto,Four-Door Car,66.0,316.8,0.0
6445,F,West Region,College,21289.0,0.05477206072,Corporate Auto,Four-Door Car,71.0,340.8,0.0
6446,F,West Region,Master,54054.0,0.04014332715,Personal Auto,Four-Door Car,99.0,5.661684,0.0
6447,F,West Region,College,84814.0,0.0367456826,Corporate Auto,Four-Door Car,90.0,512.816507,0.0
6448,F,West Region,High School or Below,46097.0,0.047140447329999995,Personal Auto,Four-Door Car,61.0,197.074966,4.0
6449,F,West Region,College,58705.0,0.02754143877,Personal Auto,Two-Door Car,69.0,48.956424,0.0
6450,F,West Region,High School or Below,37455.0,0.40688534420000005,Personal Auto,SUV,114.0,547.2,0.0
6451,F,West Region,Doctor,62010.0,0.04563859434,Personal Auto,SUV,112.0,537.6,0.0
6452,M,West Region,College,61568.0,0.07430347681,Corporate Auto,Four-Door Car,93.0,240.818954,0.0
6453,M,West Region,Bachelor,90443.0,0.02644983484,Personal Auto,Two-Door Car,66.0,235.174197,0.0
6454,M,West Region,High School or Below,24743.0,0.26220032660000003,Personal Auto,Four-Door Car,84.0,1008.03551,0.0
6455,F,West Region,High School or Below,22283.0,0.02397036098,Personal Auto,Four-Door Car,65.0,572.072106,0.0
6456,M,West Region,Bachelor,74627.0,0.05207680496,Corporate Auto,Four-Door Car,65.0,176.735323,0.0
6457,F,West Region,College,47306.0,0.05907078117,Corporate Auto,Four-Door Car,74.0,97.723235,0.0
6458,M,West Region,College,37824.84705495949,0.27420813180000003,Personal Auto,SUV,112.0,537.6,0.0
6459,M,West Region,Bachelor,59292.0,0.05044857229,Corporate Auto,Two-Door Car,64.0,218.491318,0.0
6460,F,West Region,High School or Below,23970.0,0.0309013236,Personal Auto,Four-Door Car,77.0,43.959921,0.0
6461,M,West Region,College,48428.0,0.08514394994,Personal Auto,Four-Door Car,72.0,223.728018,1.0
6462,F,West Region,High School or Below,44342.0,0.2092589544,Personal Auto,Four-Door Car,74.0,355.2,0.0
6463,M,West Region,College,37824.84705495949,0.03515456573,Personal Auto,Sports Car,103.0,741.6,2.0
6464,F,West Region,Bachelor,37824.84705495949,0.17666565429999997,Corporate Auto,Two-Door Car,74.0,355.2,0.0
6465,F,West Region,College,67117.0,0.3031330977,Personal Auto,Two-Door Car,85.0,329.423177,0.0
6466,F,West Region,Bachelor,13037.0,0.04726869327,Personal Auto,SUV,124.0,839.348464,0.0
6467,M,West Region,College,71960.0,0.05284509533,Personal Auto,Two-Door Car,67.0,151.495249,0.0
6468,F,West Region,High School or Below,73137.0,0.029903309949999998,Corporate Auto,Four-Door Car,74.0,227.797105,1.0
6469,M,West Region,College,37824.84705495949,0.035480717249999995,Corporate Auto,Four-Door Car,96.0,446.122702,0.0
6470,M,West Region,College,23797.0,0.06371320461,Personal Auto,Four-Door Car,81.0,388.8,0.0
6471,M,West Region,Bachelor,70286.0,0.05372351967,Corporate Auto,Four-Door Car,67.0,130.143497,0.0
6472,F,West Region,Master,12904.0,0.05165202368,Personal Auto,SUV,132.0,633.6,0.0
6473,F,West Region,High School or Below,42045.0,0.08264747863,Personal Auto,SUV,103.0,40.839965,0.0
6474,F,West Region,Master,24948.0,0.051937705720000005,Personal Auto,Four-Door Car,65.0,280.352767,0.0
6475,M,West Region,College,25452.0,0.08099571213000001,Personal Auto,Sports Car,107.0,954.688499,0.0
6476,F,West Region,High School or Below,95850.0,0.08845073705999999,Corporate Auto,Sports Car,109.0,328.502498,0.0
6477,M,West Region,Master,73556.0,0.08295977271,Personal Auto,SUV,104.0,497.684017,0.0
6478,F,West Region,High School or Below,37824.84705495949,0.09344431622,Personal Auto,Two-Door Car,64.0,307.2,1.0
6479,F,West Region,High School or Below,37824.84705495949,0.05081741976,Personal Auto,Two-Door Car,69.0,93.697638,0.0
6480,F,West Region,Bachelor,43879.0,0.053635310170000006,Corporate Auto,Four-Door Car,69.0,242.133552,0.0
6481,F,West Region,High School or Below,23941.0,0.02429600516,Corporate Auto,Four-Door Car,61.0,292.8,0.0
6482,M,West Region,Bachelor,14390.0,0.07183071115,Personal Auto,Four-Door Car,65.0,402.778867,0.0
6483,M,West Region,College,30039.0,0.0537688732,Corporate Auto,Four-Door Car,70.0,498.612632,0.0
6484,M,West Region,College,26806.0,0.07019177186,Personal Auto,Four-Door Car,63.0,302.4,0.0
6485,F,West Region,College,24450.0,0.07079170237,Personal Auto,Four-Door Car,90.0,250.959093,0.0
6486,F,West Region,High School or Below,37824.84705495949,0.024158348500000003,Personal Auto,Four-Door Car,64.0,360.217299,0.0
6487,M,West Region,College,89219.0,0.08193160528,Personal Auto,Four-Door Car,73.0,350.4,4.0
6488,F,West Region,College,37824.84705495949,0.06952651187,Corporate Auto,Four-Door Car,73.0,525.6,3.0
6489,M,West Region,High School or Below,37824.84705495949,0.07465980556,Personal Auto,SUV,109.0,784.8,0.0
6490,M,West Region,College,29504.0,0.1322080421,Personal Auto,SUV,117.0,809.039071,0.0
6491,F,West Region,High School or Below,37824.84705495949,0.040149185000000004,Personal Auto,SUV,113.0,1305.275432,0.0
6492,M,West Region,Bachelor,61706.0,0.08744727173,Corporate Auto,SUV,110.0,223.905524,0.0
6493,F,West Region,High School or Below,88122.0,0.0594898896,Corporate Auto,SUV,148.0,840.231575,0.0
6494,F,West Region,Bachelor,26129.0,0.05520149969,Personal Auto,Four-Door Car,70.0,419.187114,0.0
6495,F,West Region,Bachelor,22350.0,0.05040775434,Corporate Auto,Two-Door Car,66.0,316.8,0.0
6496,F,West Region,Bachelor,37824.84705495949,0.05654593045,Personal Auto,Four-Door Car,83.0,597.6,0.0
6497,F,West Region,High School or Below,26201.0,0.08896500265,Personal Auto,SUV,112.0,168.901895,0.0
6498,M,West Region,Bachelor,37824.84705495949,0.08715945469,Personal Auto,Four-Door Car,84.0,604.8,0.0
6499,F,West Region,Bachelor,37824.84705495949,0.07868808884,Personal Auto,SUV,107.0,513.6,0.0
6500,M,West Region,High School or Below,39020.0,0.06878008403,Corporate Auto,Four-Door Car,87.0,485.01384,0.0
6501,F,West Region,Bachelor,47606.0,0.06411675304,Personal Auto,Two-Door Car,81.0,388.8,0.0
6502,F,West Region,College,27231.0,0.101443094,Personal Auto,Four-Door Car,88.0,422.4,0.0
6503,F,West Region,College,39946.0,0.08575961719000001,Personal Auto,Luxury SUV,218.0,1046.4,0.0
6504,M,West Region,College,84300.0,0.04510542608,Corporate Auto,SUV,111.0,202.22495,0.0
6505,F,West Region,College,41479.0,0.03746751625,Corporate Auto,Two-Door Car,94.0,19.575683,1.0
6506,M,West Region,Master,56005.0,0.05479555081,Personal Auto,Four-Door Car,68.0,326.4,1.0
6507,M,West Region,High School or Below,37824.84705495949,0.07164011997,Corporate Auto,SUV,108.0,1260.456194,0.0
6508,F,West Region,Bachelor,99617.0,0.1326551039,Personal Auto,SUV,109.0,74.934678,0.0
6509,F,West Region,Bachelor,28909.0,0.05246278375,Personal Auto,Two-Door Car,66.0,456.702735,0.0
6510,M,West Region,Bachelor,25617.0,0.04556068318,Personal Auto,Two-Door Car,63.0,302.4,0.0
6511,M,West Region,High School or Below,86788.0,0.027512502089999998,Personal Auto,Four-Door Car,70.0,336.0,0.0
6512,M,West Region,High School or Below,28523.0,0.029140946100000002,Corporate Auto,Four-Door Car,77.0,369.6,0.0
